iter	Logloss
205	0.07185587664
206	0.07177456539
207	0.07167430813
208	0.07158760274
209	0.07144196074
210	0.07132688804
211	0.07124686992
212	0.07116330495
213	0.07105272492
214	0.0709720861
215	0.07090274543
216	0.07081934303
217	0.0707545098
218	0.07066310485
219	0.07055345586
220	0.07049556113
221	0.07041205529
222	0.07037040212
223	0.07024862737
224	0.07020192735
225	0.07011975896
226	0.07005471144
227	0.06997327458
228	0.06983678046
229	0.06978671834
230	0.06970542926
231	0.06963999751
232	0.06952442234
233	0.06942491878
234	0.06936526541
235	0.06926604264
236	0.06923746843
237	0.06915213005
238	0.06909295699
239	0.0690098206
240	0.06892134179
241	0.06884369562
242	0.06875987942
243	0.06870041078
244	0.06862581636
245	0.06853516512
246	0.06848886411
247	0.06840850608
248	0.06836309918
249	0.06829010084
250	0.06818136811
251	0.06811866298
252	0.06806077565
253	0.06800588834
254	0.06795889275
255	0.06779661017
256	0.06774192976
257	0.0676672984
258	0.06761320913
259	0.06749051812
260	0.06742618736
261	0.06737680504
262	0.06729937316
263	0.06717997775
264	0.06711105088
265	0.06702693173
266	0.06696042853
267	0.06688366906
268	0.06684045676
269	0.06675375137
270	0.06668013972
271	0.0665883062
272	0.06651358616
273	0.06645485645
274	0.0663954617
275	0.06631787464
276	0.06623609788
277	0.0661416855
278	0.06606829553
279	0.06600557563
280	0.06592237274
281	0.06587240667
282	0.06574652351
283	0.06569188744
284	0.06560663034
285	0.06554479714
286	0.06549552566
287	0.0654226086
288	0.06537189622
289	0.06529548405
290	0.06522704487
291	0.06520834269
292	0.06514972382
293	0.06508091518
294	0.06498903732
295	0.06489940579
296	0.06483430655
297	0.06473852716
298	0.06463937829
299	0.0645681312
300	0.06448503176
301	0.0644002919
302	0.06428716997
303	0.06422783434
304	0.06417318349
305	0.06407676124
306	0.06400904621
307	0.06386754218
308	0.06376847459
309	0.06370069305
310	0.06363330315
311	0.06356382947
312	0.06345943423
313	0.06340977851
314	0.06333984671
315	0.06328991019
316	0.06324102296
317	0.06317064041
318	0.06311414224
319	0.06304123996
320	0.06297991663
321	0.06295049266
322	0.06288084903
323	0.06282709228
324	0.06271789403
325	0.06264143752
326	0.06259723506
327	0.06256384307
328	0.06246934942
329	0.0623911786
330	0.0623118994
331	0.0621645431
332	0.06209206939
333	0.06202509328
334	0.06196820349
335	0.06193375114
336	0.06189987515
337	0.06186529349
338	0.06175961991
339	0.06169545541
340	0.06164957559
341	0.06158580641
342	0.06150783881
343	0.06144984063
344	0.06134916957
345	0.06128153582
346	0.06122413247
347	0.06118025145
348	0.06110476293
349	0.06102833228
350	0.06095713692
351	0.06088536888
352	0.06079333585
353	0.06072188186
354	0.06066758569
355	0.0606014224
356	0.06051855203
357	0.06046587411
358	0.06041953246
359	0.06036425722
360	0.06030648811
361	0.06024680519
362	0.06014354789
363	0.06007251878
364	0.06003612306
365	0.05995735002
366	0.05989946638
367	0.05978780751
368	0.05971920577
369	0.0596596226
370	0.05958392718
371	0.05953334781
372	0.05946241476
373	0.05940878362
374	0.05934715363
375	0.05928975029
376	0.05922927672
377	0.05919046102
378	0.05912751944
379	0.05903891871
380	0.0589580619
381	0.05891864028
382	0.05885110998
383	0.05877551802
384	0.05872085239
385	0.05866004999
386	0.05860753094
387	0.05854929631
388	0.05847804183
389	0.0584055829
390	0.05833244416
391	0.05823951703
392	0.0581161499
393	0.05805933031
394	0.05799261652
395	0.05792913183
396	0.05781539658
397	0.05774933674
398	0.0577025111
399	0.05765330613
400	0.0575799494
401	0.05752783676
402	0.05748409982
403	0.05744863145
404	0.05739936736
405	0.05736740888
406	0.05732352786
407	0.05726356045
408	0.05722102796
409	0.05718354971
410	0.05714750867
411	0.05709782709
412	0.05703040024
413	0.05697311143
414	0.05686811027
415	0.05681726119
416	0.05672844617
417	0.05668745803
418	0.05664779996
419	0.05657854427
420	0.05652258921
421	0.05648893121
422	0.05643217073
423	0.05635599501
424	0.05629392167
425	0.05627211231
426	0.0562317264
427	0.05618542909
428	0.05613374872
429	0.05610354149
430	0.05602715518
431	0.05600298496
432	0.05598362514
433	0.05592358014
434	0.05588070775
435	0.05578553798
436	0.05574547719
437	0.05569878086
438	0.05565329637
439	0.05560128348
440	0.05555563273
441	0.05551839833
442	0.05548137083
443	0.05544063023
444	0.05539998569
445	0.05533699239
446	0.05531407465
447	0.05520882964
448	0.05515783647
449	0.05509721511
450	0.05504401994
451	0.05497299083
452	0.05493995352
453	0.05490815761
454	0.05486703277
455	0.05479626967
456	0.0547384747
457	0.05468878573
458	0.05465424471
459	0.05461693272
460	0.05457652094
461	0.05453859195
462	0.05442493429
463	0.05437679706
464	0.05431876194
465	0.05424718233
466	0.05419845396
467	0.05416907063
468	0.05412872167
469	0.05408114232
470	0.05404691904
471	0.05400852453
472	0.05396818664
473	0.05391416388
474	0.05386639981
475	0.05381492633
476	0.05376296517
477	0.05370517389
478	0.05358138188
479	0.05357500497
480	0.05353784446
481	0.05351541071
482	0.05346119583
483	0.05341384555
484	0.05332913156
485	0.05322582624
486	0.0531782395
487	0.05311906644
488	0.05307586522
489	0.0530392626
490	0.0530094507
491	0.05295066556
492	0.05293607181
493	0.05288773137
494	0.05286263011
495	0.05281816164
496	0.05275210549
497	0.05271719501
498	0.05267451473
499	0.05264171388
500	0.05261591064
501	0.05256074993
502	0.05255610949
503	0.05254306008
504	0.0525080129
505	0.05248397938
506	0.05245064281
507	0.05244304666
508	0.05243071401
509	0.05239406336
510	0.05234180293
511	0.05230358207
512	0.0522672861
513	0.05225050882
514	0.05220919925
515	0.05219190842
516	0.05212530917
517	0.05210892352
518	0.05205951534
519	0.05201707521
520	0.05195783195
521	0.05194169753
522	0.0518993313
523	0.05184429621
524	0.05181871096
525	0.05176883356
526	0.05175841103
527	0.05175395901
528	0.05174086896
529	0.05169062949
530	0.05164903174
531	0.05156824883
532	0.05152184068
533	0.0514609607
534	0.05140289972
535	0.05137101882
536	0.05131626452
537	0.0512732074
538	0.05123692252
539	0.05120823747
540	0.05116173326
541	0.05109898011
542	0.05106713985
543	0.05102827612
544	0.05098848505
545	0.05094808805
546	0.05093909534
547	0.05086808101
548	0.05085636167
549	0.05079879207
550	0.05079121809
551	0.05075118317
552	0.05070418757
553	0.05067399512
554	0.05063049834
555	0.05061694646
556	0.05056687694
557	0.05053478546
558	0.05051175318
559	0.05046372679
560	0.05042017459
561	0.0503856077
562	0.05034983268
563	0.05030747384
564	0.05029873975
565	0.05029179386
566	0.05028075802
567	0.05018815602
568	0.05013001006
569	0.05012333387
570	0.05007249218
571	0.05006539481
572	0.05002417761
573	0.04996080745
574	0.04991821954
575	0.04989514663
576	0.04984108322
577	0.04981399056
578	0.04978130054
579	0.04974741716
580	0.04970061739
581	0.04968102111
582	0.04965239518
583	0.0496124637
584	0.0495859511
585	0.04955926484
586	0.04953084211
587	0.04950313245
588	0.04947896962
589	0.04943930046
590	0.04940723114
591	0.04937993158
592	0.04935163817
593	0.04929870162
594	0.04927905732
595	0.0492238338
596	0.04919822268
597	0.04916498217
598	0.04910053687
599	0.04909070548
600	0.04903883299
601	0.04898843465
602	0.04895843063
603	0.0489282899
604	0.04889660851
605	0.04885962165
606	0.04878790534
607	0.04877001598
608	0.04873539368
609	0.04871602647
610	0.04869116167
611	0.04865870441
612	0.04860105722
613	0.04855320078
614	0.04850049331
615	0.04848791312
616	0.04848288104
617	0.04844810726
618	0.04843174378
619	0.0483714106
620	0.04836078117
621	0.04834052356
622	0.04828906486
623	0.0482334608
624	0.04821580051
625	0.04819906018
626	0.04816632952
627	0.04813887848
628	0.04810731163
629	0.04805904509
630	0.04804334664
631	0.04802526146
632	0.04800825142
633	0.04794298592
634	0.04789449401
635	0.0478885235
636	0.04785236054
637	0.0478279317
638	0.04779630204
639	0.04775121657
640	0.0477299651
641	0.0477079119
642	0.04768724788
643	0.04765455417
644	0.0476252632
645	0.04756709138
646	0.04755039538
647	0.04752442589
648	0.04749571867
649	0.04743988185
650	0.04742529548
651	0.0473914158
652	0.04736426771
653	0.04733101612
654	0.04730025839
655	0.0472755857
656	0.04726113234
657	0.04724640558
658	0.04722825759
659	0.04721478331
660	0.04715929378
661	0.04712572444
662	0.04708056138
663	0.04703889343
664	0.04702459525
665	0.04698317853
666	0.04696300959
667	0.04694454757
668	0.04692108672
669	0.0469064634
670	0.04688015769
671	0.0468712204
672	0.0467887158
673	0.04676603821
674	0.04674396284
675	0.04673541348
676	0.04670791811
677	0.04665855426
678	0.04662559823
679	0.04661728533
680	0.04658185391
681	0.04657620483
682	0.04655432897
683	0.04650197987
684	0.04646646717
685	0.04643691758
686	0.04640566477
687	0.04638142066
688	0.04636843037
689	0.04633298417
690	0.04631983131
691	0.04627365593
692	0.04624218883
693	0.04618576826
694	0.04610614176
695	0.04604819531
696	0.04604394649
697	0.04602342287
698	0.04598191379
699	0.04594450205
700	0.04589996707
701	0.04586775736
702	0.04582103147
703	0.04581166561
704	0.04576080544
705	0.04572007593
706	0.04571335171
707	0.04570101537
708	0.04568495115
709	0.04565532398
710	0.04562358718
711	0.04557542778
712	0.04554619223
713	0.04549794786
714	0.0454643268
715	0.04544297188
716	0.04541315628
717	0.04537506473
718	0.0453339362
719	0.04532761839
720	0.04525600184
721	0.04523702996
722	0.04521401615
723	0.04518420055
724	0.04512409644
725	0.04510334745
726	0.04507016235
727	0.04502745252
728	0.0449960704
729	0.04497068835
730	0.04495314998
731	0.04493462514
732	0.04492654131
733	0.04488176618
734	0.04484297635
735	0.0448158061
736	0.04476828956
737	0.04474771791
738	0.0447137126
739	0.04469971368
740	0.04466910374
741	0.04464150491
742	0.04455920351
743	0.04453273154
744	0.04450375093
745	0.0444608305
746	0.04440080028
747	0.04438277422
748	0.04433845723
749	0.04431982156
750	0.04427312523
751	0.04426122485
752	0.04424064581
753	0.04421953843
754	0.04416792456
755	0.04413118155
756	0.04412538838
757	0.04408848649
758	0.04405657974
759	0.0440217727
760	0.04398187448
761	0.04396250727
762	0.04394611054
763	0.04391622844
764	0.04389799917
765	0.04384810699
766	0.04381606723
767	0.0437936926
768	0.04376465657
769	0.04372868942
770	0.04371869916
771	0.04369241562
772	0.04368084776
773	0.04366987104
774	0.04363443961
775	0.0436215306
776	0.04357747593
777	0.04356411618
778	0.04355366778
779	0.04351975115
780	0.04350497267
781	0.0434798714
782	0.04345798446
783	0.04342647673
784	0.04342011459
785	0.04341074872
786	0.04337818802
787	0.04336776918
788	0.04333482054
789	0.04328925846
790	0.04326507716
791	0.04321596825
792	0.04319018348
793	0.04316039743
794	0.04311643513
795	0.04308479808
796	0.04306792843
797	0.04304754151
798	0.04303797244
799	0.04301433055
800	0.04297485352
801	0.04295127813
802	0.04291585779
803	0.04284070548
804	0.04278901403
805	0.04276022184
806	0.04274405417
807	0.04273147398
808	0.04268154486
809	0.0426604264
810	0.04264010598
811	0.04259854148
812	0.04255623806
813	0.04254014429
814	0.04250522272
815	0.04248176187
816	0.0424578318
817	0.04242243363
818	0.04239909839
819	0.04234272585
820	0.04233429103
821	0.04231884381
822	0.04227974732
823	0.04227451574
824	0.04225599829
825	0.04221775157
826	0.04214968554
827	0.04210531683
828	0.04207750371
829	0.04204369792
830	0.04200459035
831	0.04198931308
832	0.04195705164
833	0.04194736435
834	0.04192414365
835	0.0418828895
836	0.04186059984
837	0.04182253784
838	0.04178538473
839	0.04175170825
840	0.04173240385
841	0.04170473852
842	0.04169154871
843	0.04166892654
844	0.04163143721
845	0.04161201459
846	0.04158671381
847	0.04158314111
848	0.04153435732
849	0.04149764017
850	0.04148515235
851	0.04146080479
852	0.04143019115
853	0.04140628325
854	0.04137798614
855	0.04135596989
856	0.04132878486
857	0.04131832538
858	0.04129978947
859	0.04127612541
860	0.04126716226
861	0.04124415954
862	0.04120174528
863	0.04117983617
864	0.04114562767
865	0.04112442423
866	0.04111236498
867	0.04107584734
868	0.04102445884
869	0.04099567404
870	0.04097934751
871	0.04095833619
872	0.0409249442
873	0.04088917287
874	0.040855005
875	0.04080626924
876	0.040778748
877	0.04077058658
878	0.04074084857
879	0.04072556761
880	0.04069738134
881	0.0406952791
882	0.0406759045
883	0.04066107429
884	0.04063295452
885	0.0405937398
886	0.04056347715
887	0.04054701761
888	0.0405161121
889	0.04049588774
890	0.0404617716
891	0.04043142767
892	0.04039372774
893	0.04036585182
894	0.0403415449
895	0.04031913702
896	0.04027929791
897	0.04024921999
898	0.04022717788
899	0.04021276146
900	0.04019478712
901	0.04016187913
902	0.04013411774
903	0.04011371973
904	0.04007233627
905	0.04005876222
906	0.04003553044
907	0.03999856205
908	0.03996224392
909	0.03993504411
910	0.03993265369
911	0.03992498365
912	0.03989433307
913	0.03987612228
914	0.03984985721
915	0.03981473983
916	0.0397820609
917	0.0397493598
918	0.03970387161
919	0.0396891079
920	0.03968165215
921	0.03964532663
922	0.03961522285
923	0.03959943573
924	0.03957336278
925	0.03953424782
926	0.03952516274
927	0.03952327109
928	0.03946649584
929	0.03943737113
930	0.03940094216
931	0.03934851547
932	0.03932186986
933	0.03927357745
934	0.03925285801
935	0.03924447122
936	0.03921890813
937	0.0392121285
938	0.03920836368
939	0.03917842616
940	0.03914304646
941	0.03909647574
942	0.03906055293
943	0.03904660204
944	0.03904419684
945	0.03900929744
946	0.03899362486
947	0.03894714651
948	0.03891339614
949	0.0388997482
950	0.0388587379
951	0.03885017377
952	0.03882298504
953	0.03879204628
954	0.03878563241
955	0.03876635757
956	0.03874691277
957	0.03872762685
958	0.03869761174
959	0.03865301026
960	0.03863205436
961	0.03860707133
962	0.03857717445
963	0.03855729738
964	0.03853331189
965	0.03849374249
966	0.03848695178
967	0.03847103165
968	0.03845045261
969	0.03840721814
970	0.0383806575
971	0.03836920417
972	0.03833688362
973	0.03833515823
974	0.03830834636
975	0.03826472765
976	0.03825686549
977	0.03822253507
978	0.03819548304
979	0.03817706166
980	0.03814482239
981	0.03813586662
982	0.03809348192
983	0.03808028473
984	0.03804735826
985	0.03804516365
986	0.0380239011
987	0.03801650077
988	0.03799764712
989	0.03797557914
990	0.03795997675
991	0.03794458496
992	0.03793268458
993	0.03791512773
994	0.0378777751
995	0.03786556068
996	0.03783319949
997	0.03781850598
998	0.03780346148
999	0.03779409192
